Id2,Geography,Percent; HOUSING OCCUPANCY - Vacant housing units,Estimate; YEAR STRUCTURE BUILT - Built 2005 or later,Estimate; YEAR STRUCTURE BUILT - Built 2000 to 2004,Estimate; YEAR STRUCTURE BUILT - Built 1990 to 1999,Estimate; YEAR STRUCTURE BUILT - Built 1980 to 1989,Estimate; YEAR STRUCTURE BUILT - Built 1970 to 1979,Estimate; YEAR STRUCTURE BUILT - Built 1960 to 1969,Estimate; YEAR STRUCTURE BUILT - Built 1950 to 1959,Estimate; YEAR STRUCTURE BUILT - Built 1940 to 1949,Estimate; YEAR STRUCTURE BUILT - Built 1939 or earlier,Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2005 or later,Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2004,Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999,Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989,Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1970 to 1979,Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1969 or earlier
6075010100,"Census Tract 101, San Francisco County, California",3.2,136,213,104,382,344,560,141,34,364,1310,367,274,166,87,0
6075010200,"Census Tract 102, San Francisco County, California",10.9,12,26,113,83,190,236,325,132,1862,1302,485,405,149,242,70
6075010300,"Census Tract 103, San Francisco County, California",13.6,0,81,26,32,61,131,162,64,1703,969,224,401,122,84,152
6075010400,"Census Tract 104, San Francisco County, California",16.1,0,30,327,167,168,219,147,202,1692,901,607,386,255,262,66
6075010500,"Census Tract 105, San Francisco County, California",19.1,43,39,18,341,704,674,56,8,57,872,251,230,134,37,46
6075010600,"Census Tract 106, San Francisco County, California",17.3,0,0,15,14,194,168,128,65,1660,899,380,254,146,82,95
6075010700,"Census Tract 107, San Francisco County, California",9,0,0,11,104,174,299,264,15,2118,1363,377,509,274,48,145
6075010800,"Census Tract 108, San Francisco County, California",12.2,0,12,138,66,213,276,117,170,1808,919,559,513,128,196,143
6075010900,"Census Tract 109, San Francisco County, California",10.7,25,31,41,196,69,95,53,137,2285,1358,500,345,99,192,123
6075011000,"Census Tract 110, San Francisco County, California",5,8,89,10,107,266,136,177,192,1726,1297,342,386,334,68,149
6075011100,"Census Tract 111, San Francisco County, California",10.1,74,55,119,153,123,105,230,309,2020,1518,457,467,184,132,107
6075011200,"Census Tract 112, San Francisco County, California",30.9,22,40,64,36,66,432,161,53,1539,728,327,212,128,176,96
6075011300,"Census Tract 113, San Francisco County, California",4.4,8,0,33,120,38,70,64,42,1293,649,145,432,116,175,78
6075011700,"Census Tract 117, San Francisco County, California",28.6,13,0,9,141,70,68,18,5,962,495,197,113,83,30,0
6075011800,"Census Tract 118, San Francisco County, California",5.8,0,9,0,18,3,0,96,72,545,278,56,266,62,18,20
6075011901,"Census Tract 119.01, San Francisco County, California",20.4,13,0,18,168,306,251,0,67,1017,668,259,295,129,87,27
6075011902,"Census Tract 119.02, San Francisco County, California",20.8,0,0,0,26,23,61,65,127,1702,811,339,244,92,73,28
6075012000,"Census Tract 120, San Francisco County, California",13.3,57,58,47,44,112,87,150,0,2210,1398,397,447,58,97,0
6075012100,"Census Tract 121, San Francisco County, California",13.7,13,0,15,17,42,14,92,107,2067,1189,302,327,60,165,0
6075012201,"Census Tract 122.01, San Francisco County, California",10.3,0,0,0,0,32,55,89,110,2595,1288,475,608,173,40,0
6075012202,"Census Tract 122.02, San Francisco County, California",3.7,132,0,65,100,34,52,124,28,1071,901,284,210,151,0,0
6075012301,"Census Tract 123.01, San Francisco County, California",29.7,0,33,37,76,109,15,137,155,1298,778,187,207,86,39,10
6075012302,"Census Tract 123.02, San Francisco County, California",32.8,71,10,106,142,83,20,93,80,1876,1187,91,226,104,27,31
6075012401,"Census Tract 124.01, San Francisco County, California",20.9,0,60,142,53,251,121,51,134,1978,1066,526,489,101,13,11
6075012402,"Census Tract 124.02, San Francisco County, California",16.7,161,99,146,111,107,281,53,189,1116,1254,305,214,79,34,0
6075012501,"Census Tract 125.01, San Francisco County, California",19.6,77,44,174,221,119,80,80,208,1511,1150,231,602,39,0,0
6075012502,"Census Tract 125.02, San Francisco County, California",11.7,168,84,183,8,69,25,67,143,1750,1231,561,281,14,69,48
6075012601,"Census Tract 126.01, San Francisco County, California",15.3,0,14,28,11,49,163,59,89,1263,865,126,163,109,61,95
6075012602,"Census Tract 126.02, San Francisco County, California",15.7,36,0,87,86,209,175,120,213,1019,877,253,297,74,88,50
6075012700,"Census Tract 127, San Francisco County, California",11.1,14,0,202,83,137,30,147,112,1532,1151,352,262,149,37,56
6075012800,"Census Tract 128, San Francisco County, California",14.6,0,13,127,34,52,228,336,197,1625,990,405,350,135,229,121
6075012901,"Census Tract 129.01, San Francisco County, California",11.8,46,33,0,126,44,103,165,130,1075,923,328,136,39,84,9
6075012902,"Census Tract 129.02, San Francisco County, California",6,105,150,15,113,146,213,294,189,970,1245,327,137,183,126,46
6075013000,"Census Tract 130, San Francisco County, California",13.7,0,0,25,145,225,183,318,79,1737,1371,487,122,173,138,49
6075013101,"Census Tract 131.01, San Francisco County, California",7.6,0,158,34,93,227,363,140,139,1452,1500,372,177,193,151,14
6075013102,"Census Tract 131.02, San Francisco County, California",12.1,0,0,19,103,126,180,237,49,1082,670,358,290,117,122,22
6075013200,"Census Tract 132, San Francisco County, California",9.7,57,0,28,90,208,181,162,110,1812,1053,406,355,187,330,61
6075013300,"Census Tract 133, San Francisco County, California",11.9,0,47,17,89,73,72,108,84,1621,688,299,422,199,135,117
6075013400,"Census Tract 134, San Francisco County, California",17.9,0,33,0,15,174,187,91,141,1602,800,527,207,137,126,44
6075013500,"Census Tract 135, San Francisco County, California",6.7,0,0,8,36,91,380,75,90,1190,1072,199,194,120,149,10
6075015100,"Census Tract 151, San Francisco County, California",14.8,12,10,568,269,195,137,48,66,517,729,225,497,71,12,19
6075015200,"Census Tract 152, San Francisco County, California",10,0,34,276,163,418,152,191,114,1246,1126,527,381,144,42,115
6075015300,"Census Tract 153, San Francisco County, California",8.4,10,0,16,0,25,58,20,58,850,468,160,191,90,21,20
6075015400,"Census Tract 154, San Francisco County, California",5.4,0,0,82,48,267,133,407,372,1761,1173,595,434,386,205,111
6075015500,"Census Tract 155, San Francisco County, California",4.9,55,42,222,541,459,310,229,114,551,1265,647,282,61,110,34
6075015600,"Census Tract 156, San Francisco County, California",6.3,0,0,54,0,112,133,178,206,647,555,207,249,102,90,43
6075015700,"Census Tract 157, San Francisco County, California",8.9,40,277,151,12,262,193,473,360,938,1195,527,393,142,112,96
6075015801,"Census Tract 158.01, San Francisco County, California",14.8,0,13,133,357,78,133,229,24,882,685,205,355,169,146,15
6075015802,"Census Tract 158.02, San Francisco County, California",15.5,21,33,0,22,0,161,197,124,1061,640,230,358,102,0,38
6075015900,"Census Tract 159, San Francisco County, California",5.8,81,84,644,399,261,429,82,45,294,1109,447,369,103,114,43
6075016000,"Census Tract 160, San Francisco County, California",9.9,61,31,142,447,194,357,28,75,387,876,225,270,108,60,12
6075016100,"Census Tract 161, San Francisco County, California",10.5,14,171,388,758,509,321,242,117,417,1097,655,589,180,108,0
6075016200,"Census Tract 162, San Francisco County, California",9.8,16,63,146,77,51,64,77,124,968,816,163,253,116,68,14
6075016300,"Census Tract 163, San Francisco County, California",9.9,0,0,246,85,141,189,93,55,1374,983,300,437,92,132,23
6075016400,"Census Tract 164, San Francisco County, California",3.9,53,5,57,63,50,60,145,223,1328,1165,289,191,109,100,53
6075016500,"Census Tract 165, San Francisco County, California",7.4,26,15,67,126,161,97,67,87,1899,1431,279,410,146,47,43
6075016600,"Census Tract 166, San Francisco County, California",7.9,25,19,21,145,46,105,74,141,2127,1302,474,431,123,111,48
6075016700,"Census Tract 167, San Francisco County, California",10,18,5,150,59,75,195,74,163,1824,1224,346,407,187,85,57
6075016801,"Census Tract 168.01, San Francisco County, California",6,0,15,30,25,35,84,174,96,1286,771,337,211,164,130,27
6075016802,"Census Tract 168.02, San Francisco County, California",19.3,32,29,101,67,46,282,58,74,1256,792,258,383,88,32,16
6075016900,"Census Tract 169, San Francisco County, California",5.5,0,14,54,48,116,125,78,97,1264,740,381,382,113,24,58
6075017000,"Census Tract 170, San Francisco County, California",10.8,0,16,30,155,257,210,227,125,1352,860,511,457,125,103,60
6075017101,"Census Tract 171.01, San Francisco County, California",9.7,0,68,17,23,62,118,77,143,1426,810,477,114,182,110,53
6075017102,"Census Tract 171.02, San Francisco County, California",6.4,0,18,19,0,45,91,97,115,1466,805,297,233,169,116,113
6075017601,"Census Tract 176.01, San Francisco County, California",21.7,367,671,651,105,107,106,359,222,1665,1981,653,644,27,26,0
6075017700,"Census Tract 177, San Francisco County, California",18.2,46,78,75,4,18,8,142,52,388,271,131,181,40,14,26
6075017801,"Census Tract 178.01, San Francisco County, California",9.3,250,319,318,694,534,85,60,12,177,912,563,556,180,11,0
6075017802,"Census Tract 178.02, San Francisco County, California",24.8,234,557,377,120,14,0,98,99,512,758,497,193,65,0,0
6075017902,"Census Tract 179.02, San Francisco County, California",34,0,0,62,32,343,222,148,54,71,403,162,50,0,0,0
6075018000,"Census Tract 180, San Francisco County, California",12.4,338,421,246,23,10,15,44,36,252,930,157,84,33,9,0
6075020100,"Census Tract 201, San Francisco County, California",12.2,72,448,329,184,117,84,272,251,1246,1367,699,449,79,9,34
6075020200,"Census Tract 202, San Francisco County, California",14,165,186,104,501,119,154,318,187,1712,1651,546,466,187,100,15
6075020300,"Census Tract 203, San Francisco County, California",11.3,76,16,78,77,169,202,39,106,1065,692,392,284,193,50,10
6075020401,"Census Tract 204.01, San Francisco County, California",11.8,0,0,23,30,151,196,194,390,842,767,197,449,123,39,36
6075020402,"Census Tract 204.02, San Francisco County, California",7.9,0,41,78,219,776,775,564,44,122,956,316,707,259,103,71
6075020500,"Census Tract 205, San Francisco County, California",6.3,18,0,24,38,0,88,85,69,1114,590,185,326,132,91,21
6075020600,"Census Tract 206, San Francisco County, California",12.3,0,11,48,59,316,185,177,137,1940,974,672,501,218,123,31
6075020700,"Census Tract 207, San Francisco County, California",1.5,45,11,109,49,74,100,202,105,2164,1250,495,527,311,141,93
6075020800,"Census Tract 208, San Francisco County, California",10.1,82,157,31,28,211,307,98,80,1715,1220,655,350,153,57,0
6075020900,"Census Tract 209, San Francisco County, California",6.4,32,0,123,42,126,114,54,124,1317,804,294,460,190,39,21
6075021000,"Census Tract 210, San Francisco County, California",5.1,0,12,104,62,75,112,177,77,1617,976,375,371,193,159,48
6075021100,"Census Tract 211, San Francisco County, California",3.2,17,68,47,75,144,82,156,44,1367,747,372,445,154,155,64
6075021200,"Census Tract 212, San Francisco County, California",6.8,22,100,13,24,28,289,95,112,890,563,283,273,167,94,86
6075021300,"Census Tract 213, San Francisco County, California",4.2,0,17,33,38,212,82,118,62,735,487,251,233,103,110,59
6075021400,"Census Tract 214, San Francisco County, California",5.1,23,64,8,25,30,227,98,150,1185,848,203,408,116,104,39
6075021500,"Census Tract 215, San Francisco County, California",10.2,0,7,79,46,229,176,405,75,1713,1156,404,423,233,184,52
6075021600,"Census Tract 216, San Francisco County, California",7.3,17,0,56,138,948,495,199,147,358,798,456,480,231,79,143
6075021700,"Census Tract 217, San Francisco County, California",5.8,0,36,63,146,707,521,202,41,346,488,208,465,223,366,192
6075021800,"Census Tract 218, San Francisco County, California",5.1,3,49,0,80,191,131,227,121,1146,703,266,394,272,142,72
6075022600,"Census Tract 226, San Francisco County, California",3.7,42,315,153,13,21,18,42,0,208,421,245,63,29,10,14
6075022702,"Census Tract 227.02, San Francisco County, California",7.2,27,0,62,83,11,69,43,49,725,442,180,163,149,26,32
6075022704,"Census Tract 227.04, San Francisco County, California",7,109,61,135,97,274,89,130,76,677,839,154,302,59,85,93
6075022801,"Census Tract 228.01, San Francisco County, California",2.7,174,80,214,48,35,40,114,73,994,997,241,303,79,75,30
6075022802,"Census Tract 228.02, San Francisco County, California",11,11,21,0,28,18,79,61,0,444,113,202,150,64,0,60
6075022803,"Census Tract 228.03, San Francisco County, California",4.5,34,68,42,46,99,149,74,43,1110,616,310,360,196,79,29
6075022901,"Census Tract 229.01, San Francisco County, California",12,0,62,31,67,43,15,51,30,1231,697,184,301,55,29,81
6075022902,"Census Tract 229.02, San Francisco County, California",6.5,10,21,9,0,27,16,45,77,681,371,153,134,107,38,25
6075022903,"Census Tract 229.03, San Francisco County, California",4.2,9,11,60,19,147,49,50,74,726,446,257,290,58,3,43
6075023001,"Census Tract 230.01, San Francisco County, California",5.1,10,85,10,23,36,40,225,595,422,346,253,304,148,85,236
6075023003,"Census Tract 230.03, San Francisco County, California",8.1,0,19,111,149,19,55,203,400,238,346,164,212,164,113,98
6075023102,"Census Tract 231.02, San Francisco County, California",10.4,0,38,139,268,389,367,18,109,43,439,242,240,187,93,28
6075023103,"Census Tract 231.03, San Francisco County, California",15.2,0,47,76,145,169,295,194,307,177,559,183,235,195,16,8
6075023200,"Census Tract 232, San Francisco County, California",6.7,0,32,60,57,75,110,135,240,674,428,213,376,112,58,103
6075023300,"Census Tract 233, San Francisco County, California",18.7,40,95,268,26,60,43,32,0,240,122,181,237,99,15,0
6075023400,"Census Tract 234, San Francisco County, California",8.8,16,21,54,0,11,144,109,377,348,362,174,192,71,37,149
6075025100,"Census Tract 251, San Francisco County, California",5.9,11,19,37,50,103,166,79,132,749,492,334,181,145,46,69
6075025200,"Census Tract 252, San Francisco County, California",3.4,40,0,44,139,145,121,186,150,1416,688,389,583,229,156,119
6075025300,"Census Tract 253, San Francisco County, California",5,27,83,73,79,38,37,107,104,1407,698,375,406,171,141,67
6075025401,"Census Tract 254.01, San Francisco County, California",4.2,0,22,7,37,135,61,41,51,1005,518,338,223,165,32,26
6075025402,"Census Tract 254.02, San Francisco County, California",0,12,9,45,58,28,62,165,215,532,412,189,270,128,81,46
6075025403,"Census Tract 254.03, San Francisco County, California",7.9,0,87,10,45,83,191,243,206,687,463,255,412,151,118,30
6075025500,"Census Tract 255, San Francisco County, California",2.2,0,54,60,30,66,115,224,377,1487,663,443,436,408,252,158
6075025600,"Census Tract 256, San Francisco County, California",3,6,0,0,5,252,95,281,449,502,383,260,392,194,204,110
6075025701,"Census Tract 257.01, San Francisco County, California",12.7,0,0,48,28,34,100,180,453,554,213,355,348,127,141,35
6075025702,"Census Tract 257.02, San Francisco County, California",8.5,17,41,0,37,86,97,179,262,521,198,314,302,123,24,174
6075025800,"Census Tract 258, San Francisco County, California",5.2,0,8,47,12,89,106,50,102,239,218,83,100,94,69,55
6075025900,"Census Tract 259, San Francisco County, California",8.8,62,30,106,60,183,231,426,132,163,293,236,169,193,209,170
6075026001,"Census Tract 260.01, San Francisco County, California",9.2,48,8,21,37,89,141,134,175,915,443,162,479,147,116,77
6075026002,"Census Tract 260.02, San Francisco County, California",3.5,0,8,48,58,8,40,279,107,474,263,143,263,157,55,105
6075026003,"Census Tract 260.03, San Francisco County, California",2,9,0,6,116,103,138,117,256,619,295,229,289,250,120,154
6075026004,"Census Tract 260.04, San Francisco County, California",3,0,13,0,29,114,116,32,258,651,414,226,284,109,65,79
6075026100,"Census Tract 261, San Francisco County, California",2.2,0,76,68,73,42,26,121,382,1110,506,288,456,261,153,192
6075026200,"Census Tract 262, San Francisco County, California",8.3,0,0,87,62,196,217,159,270,988,566,255,557,174,156,106
6075026301,"Census Tract 263.01, San Francisco County, California",8.4,72,0,43,56,28,90,137,147,669,352,179,320,145,98,44
6075026302,"Census Tract 263.02, San Francisco County, California",4.9,0,45,185,168,120,32,185,296,452,352,263,355,193,143,105
6075026303,"Census Tract 263.03, San Francisco County, California",3.8,0,0,50,157,193,313,172,147,279,318,162,308,252,147,74
6075026401,"Census Tract 264.01, San Francisco County, California",0,50,51,32,22,50,155,105,388,215,246,295,257,134,89,47
6075026402,"Census Tract 264.02, San Francisco County, California",1.1,37,21,18,58,110,95,158,340,292,260,192,243,139,191,92
6075026403,"Census Tract 264.03, San Francisco County, California",3.6,36,19,33,144,48,120,286,117,351,447,138,270,107,73,77
6075026404,"Census Tract 264.04, San Francisco County, California",9.7,0,111,126,35,82,158,50,112,49,189,193,94,123,31,23
6075030101,"Census Tract 301.01, San Francisco County, California",7.3,0,0,105,120,169,172,247,106,1218,1079,215,439,90,134,23
6075030102,"Census Tract 301.02, San Francisco County, California",4.4,0,64,118,112,599,432,378,101,628,945,432,367,266,208,107
6075030201,"Census Tract 302.01, San Francisco County, California",1.4,28,13,9,77,121,288,319,291,785,918,312,324,215,28,107
6075030202,"Census Tract 302.02, San Francisco County, California",6.1,34,80,114,95,383,419,106,140,874,1129,357,353,65,171,34
6075030301,"Census Tract 303.01, San Francisco County, California",12.7,9,0,14,202,152,274,330,487,1128,624,444,398,355,256,189
6075030302,"Census Tract 303.02, San Francisco County, California",6.2,0,0,0,55,26,119,238,477,481,323,303,228,204,163,88
6075030400,"Census Tract 304, San Francisco County, California",5.2,14,14,65,14,103,82,167,368,1202,440,355,471,194,277,186
6075030500,"Census Tract 305, San Francisco County, California",6.8,0,0,9,63,44,107,773,66,10,170,218,255,138,99,119
6075030600,"Census Tract 306, San Francisco County, California",10.8,22,0,7,20,20,41,75,239,481,162,145,212,106,131,51
6075030700,"Census Tract 307, San Francisco County, California",5,0,0,12,18,118,523,813,680,634,433,477,672,493,263,319
6075030800,"Census Tract 308, San Francisco County, California",10,48,0,11,114,134,62,156,141,1630,447,395,499,348,203,175
6075030900,"Census Tract 309, San Francisco County, California",7.2,15,10,19,8,96,54,272,475,1518,389,454,531,197,359,360
6075031000,"Census Tract 310, San Francisco County, California",8.3,10,0,210,70,77,63,71,22,832,255,154,392,197,143,102
6075031100,"Census Tract 311, San Francisco County, California",3.7,58,0,39,332,108,242,353,329,1162,860,429,478,438,170,150
6075031201,"Census Tract 312.01, San Francisco County, California",3.1,36,12,0,103,226,61,172,230,937,432,312,319,398,99,162
6075031202,"Census Tract 312.02, San Francisco County, California",0,0,0,0,40,16,43,147,148,500,229,261,150,66,68,120
6075031301,"Census Tract 313.01, San Francisco County, California",8.5,0,38,0,87,21,99,159,372,542,218,294,249,171,173,101
6075031302,"Census Tract 313.02, San Francisco County, California",7.6,16,428,53,27,32,111,318,550,436,567,432,298,205,145,175
6075031400,"Census Tract 314, San Francisco County, California",1.9,12,13,96,45,121,325,248,395,687,717,343,340,174,189,142
6075032601,"Census Tract 326.01, San Francisco County, California",5.2,0,0,106,101,19,92,274,405,821,799,318,216,164,110,116
6075032602,"Census Tract 326.02, San Francisco County, California",6.7,0,16,51,0,31,0,332,246,1102,575,187,398,141,245,112
6075032700,"Census Tract 327, San Francisco County, California",2.8,0,0,0,11,52,307,310,742,1058,772,539,500,217,223,160
6075032801,"Census Tract 328.01, San Francisco County, California",13,0,17,31,16,28,39,270,419,670,368,212,305,130,172,109
6075032802,"Census Tract 328.02, San Francisco County, California",11.8,0,59,71,0,182,31,66,517,536,277,286,367,103,177,80
6075032901,"Census Tract 329.01, San Francisco County, California",0.8,37,0,0,34,30,51,439,727,492,519,296,409,214,168,189
6075032902,"Census Tract 329.02, San Francisco County, California",5.2,0,0,35,0,20,46,232,748,267,337,224,367,97,158,95
6075033000,"Census Tract 330, San Francisco County, California",2,0,0,43,40,49,152,214,830,1474,785,307,765,397,226,266
6075033100,"Census Tract 331, San Francisco County, California",5.7,0,12,6,20,21,8,851,315,308,213,304,441,188,164,143
6075033201,"Census Tract 332.01, San Francisco County, California",14.9,0,97,4,82,101,111,296,97,29,463,93,90,9,30,10
6075033203,"Census Tract 332.03, San Francisco County, California",12.4,0,0,23,23,62,189,707,436,158,914,116,236,46,69,19
6075033204,"Census Tract 332.04, San Francisco County, California",7.6,0,0,124,60,125,31,787,516,79,1026,29,257,157,68,54
6075035100,"Census Tract 351, San Francisco County, California",3.9,7,0,64,37,148,68,508,1057,985,932,596,556,286,193,198
6075035201,"Census Tract 352.01, San Francisco County, California",13.9,11,31,47,38,187,154,323,755,441,594,320,310,131,210,145
6075035202,"Census Tract 352.02, San Francisco County, California",9.1,8,73,60,8,284,245,300,214,707,709,348,265,235,105,65
6075035300,"Census Tract 353, San Francisco County, California",5.8,0,0,0,53,18,172,594,1496,197,585,410,534,280,194,381
6075035400,"Census Tract 354, San Francisco County, California",9.7,0,0,39,16,169,148,546,1135,349,653,257,447,273,210,329
6075040100,"Census Tract 401, San Francisco County, California",9,0,104,95,68,279,120,272,156,1001,799,297,405,198,94,114
6075040200,"Census Tract 402, San Francisco County, California",12.1,0,73,0,71,153,444,43,146,1603,1019,456,307,117,135,193
6075042601,"Census Tract 426.01, San Francisco County, California",6.2,0,17,18,113,187,266,164,246,818,613,322,395,219,116,50
6075042602,"Census Tract 426.02, San Francisco County, California",8.6,42,0,24,55,14,164,113,127,1039,637,370,206,111,45,73
6075042700,"Census Tract 427, San Francisco County, California",7,38,72,38,244,288,414,307,259,927,1046,395,538,188,169,71
6075042800,"Census Tract 428, San Francisco County, California",14.4,14,10,0,16,25,29,4,110,825,196,168,165,149,108,98
6075045100,"Census Tract 451, San Francisco County, California",9.2,0,0,13,95,298,418,122,129,1225,939,432,344,113,204,57
6075045200,"Census Tract 452, San Francisco County, California",7.5,14,16,73,210,163,234,246,245,1781,847,668,627,283,163,169
6075047600,"Census Tract 476, San Francisco County, California",7.2,46,0,0,152,93,198,315,197,1396,838,429,441,258,111,148
6075047701,"Census Tract 477.01, San Francisco County, California",10.3,30,0,41,190,344,181,33,220,1037,473,254,335,374,303,124
6075047702,"Census Tract 477.02, San Francisco County, California",4.1,0,10,20,38,32,136,250,227,922,616,294,287,158,135,78
6075047801,"Census Tract 478.01, San Francisco County, California",10,16,21,17,47,155,50,313,243,946,433,437,340,96,129,193
6075047802,"Census Tract 478.02, San Francisco County, California",3,12,86,53,171,115,62,148,432,606,614,330,291,137,114,149
6075047901,"Census Tract 479.01, San Francisco County, California",7.1,34,44,67,250,106,271,383,331,1298,994,474,375,345,168,231
6075047902,"Census Tract 479.02, San Francisco County, California",5.3,0,11,30,87,67,85,142,341,871,508,282,332,155,177,93
6075060100,"Census Tract 601, San Francisco County, California",10.5,11,17,7,0,199,245,249,168,364,777,342,9,0,0,0
6075060400,"Census Tract 604, San Francisco County, California",1.2,0,90,122,126,899,141,71,14,9,929,232,134,75,63,21
6075060502,"Census Tract 605.02, San Francisco County, California",10.4,0,26,11,0,75,141,198,424,149,453,187,153,66,14,44
6075060700,"Census Tract 607, San Francisco County, California",8.9,1944,1589,278,20,27,34,10,0,11,3068,343,127,27,0,0
6075061000,"Census Tract 610, San Francisco County, California",6.2,233,212,221,46,44,110,0,219,196,569,199,177,94,109,53
6075061100,"Census Tract 611, San Francisco County, California",10.9,81,44,9,14,139,310,121,198,1514,961,309,441,219,155,79
6075061200,"Census Tract 612, San Francisco County, California",9.5,72,82,38,70,0,67,185,128,581,434,251,245,107,13,57
6075061400,"Census Tract 614, San Francisco County, California",8.4,137,251,193,418,60,48,67,457,979,1175,488,418,169,98,43
6075061500,"Census Tract 615, San Francisco County, California",22.2,1391,2267,1686,1267,52,56,50,10,682,4192,1149,372,38,57,0
6075980200,"Census Tract 9802, San Francisco County, California",0,10,0,0,11,0,9,4,15,27,35,0,23,9,9,0
6075980300,"Census Tract 9803, San Francisco County, California",0,0,0,0,0,11,0,0,0,12,11,0,0,12,0,0
6075980401,"Census Tract 9804.01, San Francisco County, California",-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",0,0,96,14,0,0,35,43,37,9,102,79,31,14,3,5
6075980600,"Census Tract 9806, San Francisco County, California",25.7,0,0,0,110,21,7,0,10,0,40,27,11,32,0,0
6075980900,"Census Tract 9809, San Francisco County, California",14.8,5,111,41,26,0,0,6,10,10,151,11,16,0,0,0
6075990100,"Census Tract 9901, San Francisco County, California",-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0